Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
7.33,1.54,1.44,-0.039,B2Ib,13.267604,1
7.03,5.12,0.66,1.05,K0II,15.576351,1
6.97,3.63,0.78,1.693,M2III,14.769533,1
6.38,17.44,0.56,0.287,F0V,17.587734,0
8.32,4.15,1.14,0.035,A0V,16.41024,0
4.66,1.57,0.93,0.774,G0Ib/II,10.639499,1
7.36,3.67,0.91,0.436,F3II,15.183331,1
9.37,128.28,1.44,1.508,M2V,24.910795,0
9.31,4.6,1.42,0.516,F2V,17.62379,0
8.55,4.93,1.13,1.271,K2III,17.014235,1
8.47,20.39,1.35,0.67,G3/G5V,20.017086,0
8.99,4.71,1.23,0.35,F0IV/V,17.355104,1
8.42,18.75,1.28,0.641,G3/G5V,19.785006,0
8.73,1.74,1.99,1.104,K2III,14.932745,1
7.18,5.37,0.72,0.976,K1III,15.829872,1
6.37,3.53,0.62,1.528,K3/K4III,14.108873,1
4.03,196.62,1.38,0.86,K0V SB,20.49814,0
9.05,2.25,1.89,0.439,F3V,15.810913,0
6.18,7.9,0.72,1.241,K3III:,15.668135,1
7.82,13.1,1.78,0.619,G5V,18.406357,0
8.41,2.28,1.03,1.071,K0III,15.199675,1
6.84,6.19,0.9,1.027,K0III,15.798453,1
7.05,5.01,0.96,0.14,B9V,15.549189,0
9.06,8.01,1.27,0.391,F3V,18.578163,0
9.05,1.87,1.39,1.025,G8III,15.409208,1
8.7,4.78,1.05,0.164,A1V,17.09714,0
8.39,2.09,1.06,1.621,M3II/III,14.990732,1
6.8,41.0,0.88,0.61,G0V,19.863918,0
8.27,12.9,1.39,0.537,F7V,18.822948,0
8.36,10.16,1.31,0.446,F5V,18.394466,0
9.14,13.18,1.56,0.77,G6/G8V,19.739578,0
2.98,33.94,0.87,0.981,K0III,15.633558,1
5.72,4.69,0.62,1.179,K0III,14.075865,1
7.07,26.51,1.35,0.654,G2V,19.187048,0
9.98,6.23,2.01,0.522,F2/F3IV/V,18.95244,1
8.24,10.39,1.27,0.88,K0IV/V,18.323076,1
9.39,2.36,1.27,0.416,F2V,16.25456,0
9.36,16.01,1.87,1.018,G8V,20.381958,0
8.44,9.07,0.91,0.521,F6V,18.228035,0
7.92,1.4,1.02,0.571,O9.5Iab,13.6506405,1
4.96,5.3,0.65,1.656,M3IIIa+...,13.581379,1
8.43,6.71,1.81,0.505,F5V,17.563614,0
7.64,4.24,1.07,1.223,K1III,15.776829,1
7.42,7.64,0.74,0.157,A2III/IV,16.835466,1
7.77,4.26,1.4,1.3,K3III,15.9170475,1
9.33,4.61,1.48,0.586,F7:IV+...,17.648504,1
5.84,5.72,1.21,0.184,B8III-IV,14.62698,1
6.32,6.43,0.85,1.014,G8IIp,15.361055,1
6.46,2.14,0.78,0.172,A2III,13.112069,1
8.58,5.05,1.17,0.846,G6IV/V,17.096457,1
9.33,3.28,1.31,0.412,F2IV,16.90937,1
9.81,-1.83,1.75,0.448,F0/F2V,16.122257,0
7.61,11.82,1.0,0.392,F2V,17.973087,0
7.29,15.98,0.91,0.611,G1V,18.307884,0
5.74,28.61,0.83,0.968,K1IV,18.022589,1
9.01,11.93,1.38,0.605,G1V,19.393204,0
8.28,15.03,1.06,0.51,F5V,19.164795,0
8.81,3.47,1.47,1.672,K5III,16.511648,1
5.94,57.58,0.77,0.615,G3V,19.741358,0
8.86,11.61,1.25,0.5,G1V,19.184162,0
7.81,1.15,0.97,1.297,K1III,13.113489,1
8.06,3.94,2.18,0.49,F2/F3V,16.037481,0
6.82,1.59,0.79,-0.094,B3III,12.826986,1
8.97,8.19,1.66,0.608,G1/G2V,18.536419,0
8.38,1.0,1.34,1.423,K1III,13.38,1
7.93,7.08,1.08,0.446,F0V,17.180166,0
8.89,5.86,1.51,0.47,F5IV/V,17.729488,1
8.5,2.15,1.28,1.43,G8II/III+..,15.162192,1
8.62,4.97,1.22,0.407,F0IV/V,17.10178,1
7.91,2.87,1.16,1.55,M4II,15.1994095,1
8.5,-1.19,1.31,1.067,G8/K0III,13.877735,1
3.65,3.22,0.71,-0.101,B2Ib,11.18928,1
8.01,5.66,1.43,0.358,A3III,16.774082,1
7.1,2.39,0.89,-0.022,B7/B8III,13.991989,1
7.7,0.64,1.01,1.259,K0/K1III+..,11.7309,1
8.7,3.99,1.42,0.466,G8/K0III+..,16.704865,1
4.92,22.79,1.12,0.255,A5V,16.708721,0
9.16,6.06,1.49,1.151,K0III,18.072363,1
7.93,-0.09,1.04,0.65,F3II,7.701212,1
6.31,8.45,0.6,1.051,K0III,15.944284,1
8.71,0.84,1.39,1.001,G8III/IV,13.331396,1
7.83,14.92,0.98,0.503,F6V,18.698845,0
7.79,3.35,0.98,0.022,B9III,15.415224,1
9.59,11.14,1.49,0.565,G3V,19.824427,0
9.31,3.39,1.12,0.724,G5V,16.960999,0
7.11,3.75,0.94,0.989,G8/K0II/IIIp,14.980157,1
5.05,63.88,0.55,0.528,F7V,19.076824,0
9.02,8.28,1.29,0.506,F8/G0V,18.610151,0
8.87,2.26,1.06,0.472,A0III,15.640542,1
6.32,4.52,0.63,-0.02,A2V,14.595692,0
7.76,4.18,1.97,0.194,A1/A2V,15.865881,0
8.78,6.06,0.86,0.46,F5V,17.692364,0
6.22,0.77,0.8,0.102,B1/B2Ib,10.652453,1
10.31,9.87,8.63,1.493,K2/K3III:,20.281586,1
8.41,1.64,1.15,1.709,M2III,14.484219,1
4.64,13.71,0.82,0.951,G8III-IV,15.325186,1
7.67,0.09,1.19,0.987,F8Ib/II,7.4412127,1
3.71,39.4,0.83,0.159,A4IVs,16.68748,1
8.25,10.13,1.2,0.581,F8/G0V,18.278048,0
8.24,0.2,1.26,1.617,M2III,9.74515,1
8.48,10.74,1.17,0.445,F3V,18.635021,0
8.6,3.55,1.15,1.107,G8III,16.351143,1
7.64,15.27,1.06,0.655,G5IV,18.559195,1
8.26,0.63,1.27,1.68,K3III,12.256702,1
8.91,17.65,1.27,0.676,G5V,20.143723,0
9.14,6.16,1.39,0.54,F2V,18.087904,0
8.94,3.08,1.32,0.934,G6III,16.382753,1
5.0,8.98,0.5,0.913,G8III...,14.766382,1
7.11,7.07,0.69,0.928,G8III,16.357098,1
3.84,9.39,0.57,-0.018,B9.5V,13.703328,0
9.89,-1.38,1.74,0.198,A1/A2III,15.5893955,1
8.34,2.91,1.11,0.952,G6/G8III+..,15.659465,1
8.93,1.39,1.33,1.035,G6/G8II,14.645075,1
7.45,3.57,1.03,1.12,K0III,15.213341,1
8.59,3.13,1.37,2.019,K1III:,16.067722,1
8.78,0.57,1.45,0.738,K1III+...,12.559374,1
8.85,5.42,1.44,1.091,G8III,17.519997,1
6.61,5.01,0.82,0.053,A2Vn,15.109188,0
6.4,6.09,0.75,1.266,K2/K3III,15.323086,1
5.52,13.08,0.89,1.132,K0III,16.103039,1
5.79,19.65,4.61,0.127,A3V,17.256813,0
5.83,14.27,2.66,0.158,A3V,16.60212,0
7.54,1.07,0.65,1.579,M4III,12.686918,1
7.21,1.85,0.71,1.35,K3II,13.545858,1
7.36,3.47,0.92,-0.141,B2III,15.061647,1
9.83,7.21,1.56,0.726,G5V,19.119675,0
7.12,7.56,0.87,1.054,K0III,16.512608,1
5.49,15.66,0.54,1.161,K2III,16.463959,1
7.69,6.86,1.0,0.493,F3V,16.87162,0
8.82,3.03,1.95,2.773,M5/M6III:,16.227213,1
4.55,9.38,0.77,0.938,K0IIICNpvar,14.411014,1
8.22,0.25,1.18,1.124,K1IIICN...,10.2097,1
8.95,6.72,1.39,0.433,F2IV/V,18.086845,1
8.21,5.47,0.71,1.043,G9III,16.899937,1
7.25,2.34,1.12,1.481,K4III,14.096079,1
8.03,10.8,0.85,0.451,F5V,18.19712,0
9.25,2.3,2.01,0.999,K0/K1III,16.05864,1
7.42,2.11,1.15,1.972,G5Ia,14.041412,1
7.65,2.49,1.08,0.192,B3V,14.630997,0
6.13,4.0,1.01,-0.082,B7/B8II,14.140301,1
7.27,2.82,0.73,1.564,K3III,14.521246,1
8.8,2.58,1.45,0.901,G5V,15.858099,0
6.42,1.08,0.99,0.755,A2/A3Iab,11.587119,1
7.34,3.92,0.52,1.421,K5III,15.306431,1
7.84,0.36,1.07,1.252,G0Ib,10.621513,1
7.36,7.01,1.0,0.468,F3V,16.58859,0
7.94,0.41,1.02,0.015,B1/B2II,11.00392,1
8.2,2.65,1.08,1.45,K3III,15.316229,1
4.37,2.14,0.63,-0.164,B2IV,11.022069,1
8.0,3.77,0.93,1.086,K0II/III,15.881707,1
5.1,10.16,0.74,0.176,A8III,15.134468,1
8.82,1.94,0.87,1.019,G6III,15.259008,1
7.58,1.58,1.07,1.657,M1/M2III,13.573285,1
7.11,1.28,1.07,-0.106,B7V,12.6460495,0
6.76,1.03,2.13,-0.009,B4IV,11.824186,1
7.48,5.25,1.01,1.065,K0III,16.080797,1
6.97,2.44,0.95,1.127,K2/K3III+..,13.90695,1
8.64,7.85,1.19,0.531,F7V,18.11435,0
9.39,9.29,1.51,0.652,G6IV/V,19.23008,1
7.99,3.78,1.06,0.012,B9V,15.877459,0
8.82,11.88,1.48,0.571,F8V,19.194082,0
9.64,3.86,1.62,0.421,F0/F2V,17.572937,0
8.47,11.25,1.55,0.609,G2V,18.725761,0
8.31,7.55,1.17,0.38,F3V,17.699736,0
8.95,-0.62,1.36,1.16,K2/K3III:,12.911959,1
8.39,1.81,1.21,1.564,K2III,14.678392,1
6.36,7.41,0.62,1.194,K1III:,15.709091,1
8.88,29.58,1.36,1.075,K3/K4V,21.234993,0
7.72,5.06,0.97,1.582,K3III,16.240751,1
7.6,24.75,3.32,0.65,G3V,19.567877,0
9.1,1.59,1.01,-0.002,B9.5V,15.106986,0
8.17,0.23,1.5,1.725,M2II/III,9.97864,1
7.75,4.08,1.12,1.084,G8III,15.803301,1
7.91,31.27,1.12,0.842,K1V,20.38564,0
7.32,1.85,1.05,0.079,B6III:,13.655859,1
9.04,8.09,1.44,0.624,F8V,18.579742,0
8.6,3.53,1.26,1.351,K1/K2III:,16.338875,1
8.9,9.49,1.56,0.501,F7V,18.786331,0
8.75,7.01,0.84,0.442,F5V,17.97859,0
9.01,1.73,1.25,1.652,K5/M0III:,15.200232,1
7.35,19.41,0.96,0.503,F8V,18.790127,0
9.42,15.05,1.45,0.583,G5V,20.307682,0
8.98,4.58,1.42,1.693,K3III,17.284328,1
8.24,4.73,1.12,0.399,F2V,16.614305,0
8.93,34.26,1.16,1.02,K3V,21.603935,0
10.5,37.77,2.69,1.372,K7V,23.385735,0
5.71,19.62,1.22,0.363,F2V,17.173494,0
8.03,4.71,1.07,0.249,A7/A8II,16.395103,1
8.75,2.61,1.44,1.528,M1/M2III,15.833202,1
6.38,90.11,0.54,0.876,K2V,21.153866,0
9.26,10.47,1.54,0.568,G3V,19.359734,0
8.8,4.13,1.17,1.699,K5III,16.87975,1
8.58,0.46,1.38,1.573,K3/K4III,11.893789,1
9.85,2.87,1.64,0.561,F7/F8V,17.13941,0
6.38,4.87,0.83,1.428,K1II,14.817645,1
7.62,3.49,1.06,0.071,B3IV,15.334127,1
7.38,5.26,0.98,1.23,K2III,15.984929,1
9.3,3.91,1.66,1.137,G8/K0III,17.260883,1
7.03,7.97,0.9,1.091,K0IV,16.537292,1
10.22,-1.67,2.14,0.288,A8/A9III:,16.333582,1
8.65,8.66,1.18,1.097,K2III,18.33759,1
9.44,0.91,1.39,-0.053,B1V,14.235207,0
8.84,2.7,1.34,0.698,F8/G2Iaep+A:,15.9968195,1
9.87,1.45,2.16,0.19,B0.5V,15.67684,0
5.67,21.3,0.73,0.49,F5V,17.311897,0
9.05,5.05,1.56,0.986,G8III,17.566456,1
7.57,10.72,0.8,0.43,F3V,17.720974,0
6.38,5.08,0.74,1.553,K4III,14.909319,1
9.19,2.46,1.32,-0.055,B2II/III,16.144676,1
5.57,7.52,0.57,0.915,G8III,14.95109,1
8.14,7.72,0.82,0.918,G8IV,17.578087,1
6.39,8.94,1.06,1.025,K0III,16.146688,1
8.34,4.27,1.14,0.992,G8III,16.49214,1
7.88,11.86,0.78,0.504,F5V,18.250423,0
7.66,4.2,1.28,0.12,A1V,15.776246,0
8.04,4.27,0.99,1.285,K2/K3III,16.192139,1
7.49,5.3,0.94,-0.027,B9V,16.111378,0
5.53,9.05,1.12,0.979,K1III + (F),15.313244,1
6.09,2.17,1.73,0.574,B9V+...,12.772299,0
8.27,6.62,1.01,0.45,F5V,17.37429,0
8.22,4.69,1.13,1.363,K2/K3III,16.575865,1
8.53,13.88,1.3,0.547,F8V,19.241947,0
8.86,8.69,2.68,0.626,F8/G0V,18.5551,0
8.6,2.41,1.3,0.551,B9.5Iab...,15.510086,1
7.9,0.12,1.24,0.964,G8III,8.295906,1
9.49,11.86,1.97,0.527,G3V,19.860424,0
7.8,2.09,1.07,1.274,K1III,14.400732,1
8.82,13.62,1.26,0.655,G5V,19.490887,0
10.11,4.31,1.29,0.842,K0IV-V,18.282387,1
9.09,9.68,1.4,1.061,K1III,19.019377,1
5.47,56.32,0.68,0.592,G0V,19.223314,0
8.35,7.33,1.34,0.545,F3/F5V,17.67552,0
5.97,20.0,0.51,0.943,K1III,17.475151,1
7.57,3.87,1.45,0.448,A9V,15.508554,0
7.71,2.12,1.79,0.016,A0V,14.34168,0
7.89,3.62,0.8,0.93,G8III,15.683542,1
8.71,2.54,4.14,0.102,A0V,15.734169,0
9.34,3.74,1.5,0.313,A9/F0V,17.20436,0
9.25,-1.25,1.61,0.135,B9III,14.73455,1
7.89,1.42,1.2,0.206,B1Ib,13.651442,1
9.03,3.25,1.5,0.2,B3II,16.589417,1
8.74,1.63,1.17,0.785,K0III+...,14.800938,1
9.85,7.39,2.34,0.587,F5/F6V,19.193222,0
5.5,7.91,0.74,1.204,K2III,14.990882,1
7.15,5.61,0.97,1.193,K1III,15.894814,1
9.21,2.88,1.81,1.181,K0V,16.506962,0
7.78,-0.05,1.12,1.23,F8Ib,6.27485,1
8.98,9.12,1.72,0.676,G3V,18.779974,0
9.06,7.1,1.38,0.411,F3V,18.316292,0
6.13,-0.31,0.88,-0.137,B2II/III,8.586808,1
8.88,-0.12,1.31,0.799,G1V,9.275907,0
8.78,2.98,1.24,0.97,K0III,16.151081,1
7.13,3.51,0.74,0.89,G5III,14.856536,1
6.07,6.65,0.79,1.193,K1III-IV,15.184109,1
6.67,4.52,1.06,1.422,K2III/IV,14.945692,1
5.86,12.13,0.83,0.295,F0Vn,16.279305,0
9.27,7.77,1.46,0.461,F2V,18.722107,0
8.65,2.01,1.02,0.139,A2V,15.165979,0
6.5,7.11,0.5,-0.002,A1Vnn,15.759348,0
8.9,13.16,1.51,0.676,G8V,19.49628,0
8.06,4.74,1.18,0.019,B9II/III,16.438892,1
8.91,6.61,2.01,0.527,F6V,18.011007,0
8.33,0.54,1.91,0.465,B0Ia...,11.991968,1
4.52,7.98,0.76,1.009,G5III,14.030014,1
6.33,8.94,2.79,0.158,A2V,16.086689,0
5.86,12.88,0.58,1.253,K3III,16.409578,1
7.61,7.05,1.02,1.055,G8III,16.850946,1
9.49,4.58,1.32,0.444,F2IV,17.794327,1
8.59,1.08,1.19,1.462,K2III,13.757119,1
8.18,1.31,1.09,-0.133,B7/B8II,13.766357,1
8.14,2.75,1.78,0.81,G0IV,15.336664,1
9.56,0.16,2.41,0.805,G2/G3V,10.580601,0
9.09,0.51,1.45,1.085,G8III/IV,12.6278515,1
7.38,5.02,0.76,1.008,K0IV,15.883519,1
7.58,7.17,1.05,0.513,F5V,16.857595,0
8.68,-0.4,1.26,0.199,B0.5Iab:ne,11.6903,1
8.77,6.34,1.42,0.367,F0IV,17.780447,1
8.65,9.11,0.97,0.46,F6V,18.447592,0
8.15,2.76,1.04,-0.096,B5II,15.354546,1
6.78,7.31,0.69,1.11,K1III,16.099586,1
7.11,3.22,0.91,-0.027,B9III,14.64928,1
8.93,3.36,1.46,0.377,F3V,16.561697,0
7.84,5.8,1.18,1.125,K1III,16.657139,1
6.78,5.31,1.03,1.674,M0III,15.405474,1
4.96,13.35,0.81,1.055,K0III,15.587405,1
5.98,4.27,0.66,0.045,A3V,14.132139,0
8.85,6.18,1.08,0.6,F8IV-V,17.804943,1
7.57,5.23,1.04,-0.038,B9IV/V,16.162508,1
8.89,13.85,1.16,0.659,G3V,19.59725,0
9.7,4.79,2.58,0.467,A8/A9III,18.101677,1
8.14,2.51,1.13,0.162,B1Ib,15.138369,1
9.21,-3.29,1.83,0.165,B5II/III,16.795979,1
8.66,2.33,1.24,-0.007,B9IV,15.496779,1
7.8,5.92,0.99,0.741,G3IV/V,16.66161,1
7.95,0.81,1.66,0.258,B1III:ne...,12.492425,1
7.14,7.19,0.91,0.093,A2/A3V,16.423645,0
4.96,5.42,0.54,1.643,M3III,13.629996,1
7.97,3.74,1.05,1.157,G8/K0III,15.834358,1
8.23,2.93,1.19,-0.05,B6III,15.564338,1
7.23,0.05,0.96,0.01,B1Ib,5.7248497,1
6.51,7.54,0.78,-0.016,B9IVspe...,15.896856,1
8.09,3.32,0.98,-0.079,B8II/III,15.69569,1
7.56,7.49,0.97,0.099,A1V,16.93241,0
7.24,1.42,0.9,-0.071,B4III,13.001442,1
8.7,3.46,1.15,0.107,B9IV/V,16.39538,1
8.49,2.58,3.23,0.8,K1III+...,15.548098,1
7.48,3.1,0.93,1.362,K2/K3III,14.936808,1
7.71,8.07,1.04,0.358,F0III/IV,17.244368,1
7.16,1.6,1.01,0.579,B3Ia/Iab,13.1806,1
8.61,11.04,1.53,0.9,K0IV,18.824844,1
9.12,3.16,3.25,0.057,B9V,16.618435,0
8.38,77.18,1.23,1.297,K7V,22.817524,0
8.8,10.16,1.3,0.449,F3V,18.834469,0
8.21,1.06,0.84,-0.09,B5III,13.336529,1
9.17,5.67,1.27,0.446,F3V,17.937916,0
8.09,7.42,1.01,0.973,G8/K0III,17.44202,1
7.51,1.12,1.05,0.14,B1Ib,12.75609,1
8.05,3.11,1.69,0.135,B1/B2II,15.513803,1
7.28,2.29,0.83,-0.097,B5III,14.079178,1
9.22,8.77,1.47,0.542,G0/G1V,18.934998,0
5.86,24.48,0.69,0.464,F5V,17.804056,0
7.37,3.88,0.92,0.312,A2/3V +A9/F0,15.314158,0
9.36,3.46,1.54,0.628,G2V,17.05538,0
6.36,6.85,0.55,1.038,K0III,15.538452,1
9.14,8.08,1.04,0.66,G3V,18.677057,0
7.73,1.48,1.12,1.8,K3III,13.581308,1
8.13,3.29,0.86,0.038,A1V,15.71598,0
8.18,3.37,1.18,0.131,B1/B2Ib,15.81815,1
8.21,0.48,1.12,0.497,B0.5Ia,11.616206,1
6.51,14.38,0.99,0.351,F0V,17.298794,0
7.27,23.58,2.09,0.599,G1/G2V,19.132719,0
8.05,8.78,1.12,0.375,F2/F3IV/V,17.767473,1
7.09,-0.95,0.92,0.615,F7/F8Ib/II,11.978619,1
6.04,5.06,0.5,-0.057,B9IIIn,14.560752,1
9.09,2.78,1.18,1.165,G8/K0III,16.310225,1
7.08,17.41,0.82,0.43,F3V,18.283993,0
9.74,9.99,1.77,0.652,G5V,19.737827,0
5.47,1.97,0.84,-0.155,B2.5III,11.942331,1
8.54,2.85,1.14,0.233,B9IV,15.814224,1
9.83,9.18,1.45,0.711,G8V:,19.644215,0
6.77,16.7,0.81,0.545,F8IV,17.883581,1
7.61,5.95,0.93,0.008,B9IV/V,16.482584,1
6.14,0.63,1.09,1.472,K4III,10.136703,1
8.06,1.65,1.25,-0.02,B6III,14.147421,1
9.26,2.19,1.46,0.321,A1V,15.962221,0
7.85,6.67,1.0,0.335,A0III/IVm..,16.970629,1
9.03,7.06,1.29,0.421,F3V,18.274023,0
7.26,5.53,0.76,1.188,K1III,15.973626,1
7.68,10.77,1.0,0.508,F6V,17.841078,0
8.37,1.47,1.05,1.78,M2III:,14.206587,1
8.49,19.22,1.44,0.763,G5V,19.908768,0
9.62,4.09,1.7,0.579,G3V,17.678616,0
8.23,0.02,1.08,1.886,M0III,4.73515,1
6.79,3.2,0.9,-0.043,B7II,14.31575,1
8.94,3.02,2.86,1.039,K0III,16.340034,1
7.0,3.03,1.0,1.298,K1III,14.407213,1
7.12,4.27,0.69,0.003,B9V,15.27214,0
8.07,7.33,1.11,0.904,K0III,17.39552,1
3.84,0.11,0.98,0.195,B2III:,4.046963,1
6.82,9.8,0.83,0.035,A1V,16.77613,0
6.94,6.98,1.02,1.05,K0III,16.159277,1
4.99,42.56,0.45,0.44,F5V,18.135008,0
8.12,9.11,0.91,0.427,F5IV,17.917591,1
8.32,3.28,1.1,0.068,A0V,15.899369,0
7.46,4.26,0.97,1.214,K2IIICN...,15.607048,1
9.33,23.26,1.46,0.861,K0IV/V,21.163048,1
8.82,6.86,1.25,0.27,A4V,18.001621,0
7.91,2.88,0.99,-0.016,B8/B9III,15.206963,1
8.35,3.47,1.03,0.991,G8/K0III,16.051647,1
8.16,7.09,0.78,0.852,G6IV/V,17.41323,1
7.26,3.65,0.88,-0.058,B8/B9III,15.071465,1
6.84,5.02,0.7,1.092,K1III,15.343519,1
8.42,7.2,1.26,0.422,F2V,17.706661,0
7.63,4.0,0.98,-0.001,A0V,15.640301,0
7.16,4.49,1.02,-0.017,B8II/III,15.421231,1
5.49,6.45,0.95,1.528,K2III,14.537798,1
6.47,5.31,0.78,1.414,K4III,15.095472,1
7.79,10.2,1.1,0.415,F2V,17.833,0
7.81,7.29,0.97,1.092,K0III,17.123638,1
7.89,3.34,1.09,-0.032,B9V,15.508732,0
9.17,10.73,1.08,0.707,G5V,19.322998,0
8.22,3.36,1.07,1.603,K4III,15.851697,1
8.61,14.89,1.18,0.597,G0V,19.474472,0
6.7,2.57,0.62,-0.025,B7/B8II/III,13.749665,1
8.17,3.25,1.13,0.05,B6V,15.729417,0
7.31,5.69,0.93,1.181,K3Ia,16.085562,1
8.3,5.39,1.22,1.057,K0III,16.957943,1
7.94,1.85,1.14,-0.02,B8III/IV,14.275859,1
7.92,6.75,0.93,0.372,F0II,17.066519,1
7.99,20.98,1.13,0.434,F3/F5V,19.599028,0
7.8,5.11,1.06,0.041,A0V,16.342106,0
6.66,9.39,0.51,0.362,F1V,16.523327,0
7.98,2.56,1.19,1.246,K1III,15.0212,1
8.44,0.86,1.18,-0.097,B1Ib/II,13.112492,1
7.58,4.83,0.91,1.332,K2III,15.999735,1
6.51,23.84,0.63,0.579,F8V,18.39653,0
7.19,4.8,0.97,1.552,K5III,15.596207,1
9.13,7.84,1.81,0.537,F6V,18.601582,0
7.49,2.13,0.79,-0.057,B8V,14.131898,0
7.09,7.86,0.98,1.172,K1III,16.567112,1
8.41,3.61,1.24,1.022,G8III,16.197536,1
7.86,4.48,1.25,1.283,K0III,16.11639,1
9.05,3.07,1.28,1.313,K2III,16.485691,1
6.81,4.54,0.84,1.681,M1III,15.09528,1
7.59,20.12,1.8,0.586,G2V,19.108139,0
7.92,3.57,0.8,0.195,A2/A3IV/V,15.683341,1
8.18,0.49,1.33,1.868,K2III:,11.6309805,1
8.61,-0.14,1.5,0.937,B0Ib,9.34064,1
8.13,10.42,0.89,0.448,F5V,18.219337,0
8.45,3.68,1.21,1.298,K2III,16.27924,1
5.29,-0.33,0.93,0.007,B0/1Ia/ab,7.8825693,1
5.96,-0.22,0.91,-0.023,B0.5Ib/II,7.6721134,1
8.22,-1.69,1.3,0.643,O9.5/B0Ia..,14.359434,1
8.3,1.54,1.27,1.27,K1/K2III,14.237604,1
8.74,3.4,1.32,0.29,A0III/IV,16.397394,1
8.81,1.37,0.91,1.002,G6/G8III/IV,14.493603,1
8.5,4.8,1.12,0.935,G8III,16.906206,1
5.96,11.48,0.49,1.055,K1III:,16.259708,1
7.54,3.11,1.14,0.086,B7III,15.003802,1
7.98,6.11,1.09,0.466,F0III/IV,16.910206,1
9.31,1.71,1.41,0.227,A3IV,15.474981,1
8.36,2.46,1.1,1.546,K3III,15.314675,1
8.2,2.35,1.95,0.453,F2IV,15.05534,1
6.58,10.56,0.95,0.891,G8III/IV,16.69832,1
7.44,7.17,0.99,1.215,K1III,16.717596,1
9.27,1.83,1.02,0.92,G8V:,15.582256,0
6.92,3.16,0.93,-0.049,B9IV,14.418436,1
8.7,4.88,1.06,0.6,G5III+...,17.142097,1
8.98,9.41,1.3,0.66,G3V,18.847948,0
8.67,7.11,1.67,0.477,F5V,17.929348,0
6.3,44.08,0.51,0.641,G2V,19.521208,0
7.62,2.99,0.67,0.127,A2V,14.998356,0
7.47,8.09,0.96,0.366,A9/F0V,17.009743,0
5.56,6.04,0.48,-0.111,B7IV,14.465183,1
6.94,5.42,0.83,0.013,B9V,15.609997,0
5.58,11.02,0.67,0.944,K0III/IV,15.790907,1
8.34,3.86,1.0,1.081,G8II,16.272938,1
8.49,6.71,1.13,0.475,F2/F3V,17.623611,0
7.91,8.48,0.98,0.432,F3V,17.55198,0
8.54,27.11,1.2,0.762,G8V,20.705647,0
10.68,2.46,2.29,0.42,F5V,17.634676,0
7.42,6.19,1.01,0.115,A0IV,16.378452,1
7.04,2.16,1.0,-0.004,B9V,13.712269,0
6.94,2.74,0.87,-0.11,B3III,14.128754,1
9.42,4.39,1.42,0.373,F0V,17.632322,0
5.45,12.16,0.89,0.962,G8/K0III,15.874667,1
8.22,1.55,1.4,0.746,B1Ib,14.1716585,1
8.3,2.0,1.22,1.655,M2III,14.805151,1
7.53,1.66,1.07,0.054,B7II/III,13.630541,1
6.35,6.91,0.85,0.201,A4V,15.54739,0
8.28,12.17,1.67,0.532,F6V,18.706451,0
7.22,7.09,0.5,0.972,G8III,16.47323,1
7.82,4.55,0.99,0.239,A2IV,16.110058,1
9.22,4.93,1.38,0.547,B2Ib,17.684235,1
8.33,2.73,1.15,1.695,M1III:,15.510814,1
6.1,4.62,0.82,1.55,M4III,14.42321,1
6.91,7.46,1.1,1.277,K3III,16.273693,1
9.52,9.37,1.72,0.507,F6V,19.378698,0
8.3,3.25,0.97,1.115,K0III,15.859417,1
8.69,1.71,1.34,1.217,K1III,14.85498,1
7.33,4.0,0.98,1.614,K4III,15.340301,1
8.79,2.27,1.26,1.073,K0III,15.570129,1
7.58,1.16,0.84,-0.08,B2V,12.90229,0
7.34,2.11,1.63,-0.084,B7V,13.961412,0
8.22,16.09,1.04,0.439,F6V,19.25278,0
7.85,3.75,1.1,-0.031,B9II/III,15.720157,1
7.03,16.76,0.91,0.465,F5V,18.151371,0
9.11,2.89,1.51,0.215,A2III/IV,16.41449,1
7.56,7.65,1.28,0.405,F0/F2V,16.978308,0
9.05,10.1,1.47,0.836,G8IV,19.071606,1
8.34,13.04,0.93,0.527,F7IV,18.91639,1
8.38,2.64,1.15,1.53,K2/K3III,15.48802,1
5.99,9.91,0.83,0.89,G3III,15.970368,1
9.63,5.12,1.46,0.624,G3V,18.17635,0
6.66,10.27,0.96,1.246,K1III,16.717852,1
8.83,7.57,1.36,0.423,F2V,18.22548,0
7.17,2.49,1.01,0.76,F8III,14.150997,1
7.74,-0.75,1.76,1.15,F7III:,12.115306,1
6.06,9.07,0.77,-0.046,B9V,15.848036,0
8.39,2.69,1.26,0.716,G8/K0III+..,15.538762,1
6.62,15.98,0.8,0.312,F2V,17.637884,0
6.12,9.36,0.58,0.977,G9III,15.976378,1
5.36,4.39,0.76,-0.05,B3IIIpe,13.572323,1
8.18,2.59,1.4,1.6,K2III/IV,15.246499,1
5.81,3.12,0.86,1.569,K2III,13.280773,1
9.49,12.59,1.58,0.56,G3V,19.990128,0
7.15,4.18,0.69,1.295,K2/K3III,15.25588,1
9.89,6.34,1.82,0.636,F5/F6IV/V,18.900448,1
6.69,2.25,0.82,1.139,G8II,13.450912,1
8.93,2.15,1.29,1.102,K0III,15.592193,1
6.36,33.72,0.96,0.536,F8V,18.999437,0
